've\n' => 2
'never\n' => 2
'seen\n' => 2
've never seen\n' => 2
'I ve never seen\n' => 2
'\n' => 2
'the\n' => 2
'fact\n' => 2
'bridge\n' => 2
'this bridge\n' => 2
'that this bridge\n' => 2
'the fact that this bridge\n' => 2
'like\n' => 2
'opened\n' => 2
'within\n' => 2
'--\n' => 2
'\\\\\\\\\n' => 2
'-- \\\\\\\\\n' => 2
'within -- \\\\\\\\\n' => 2
'like totally opened within -- \\\\\\\\\n' => 2
'the fact that this bridge like totally opened within -- \\\\\\\\\n' => 2
'this is a totally new thing that I ve never seen the fact that this bridge like totally opened within -- \\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'\n' => 2
'Siri\n' => 2
'Left\n' => 2
'lane\n' => 2
'to\n' => 2
'merge\n' => 2
'onto\n' => 2
'merge onto\n' => 2
'PA\n' => 2
'28\n' => 2
'South\n' => 2
'towards\n' => 2
'Pittsburgh\n' => 2
'merge onto PA 28 South towards Pittsburgh\n' => 2
'to merge onto PA 28 South towards Pittsburgh\n' => 2
'Siri Left lane to merge onto PA 28 South towards Pittsburgh\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'but\n' => 2
'like\n' => 2
'shows\n' => 2
'you\n' => 2
'for\n' => 2
'example\n' => 2
'for example\n' => 2
'like shows you for example\n' => 2
'\n' => 2
'know\n' => 2
'these\n' => 2
'ways\n' => 2
'these ways\n' => 2
'know these ways\n' => 2
'but like shows you for example you know these ways\n' => 2
'two\n' => 2
'lanes\n' => 2
'these two lanes\n' => 2
'are\n' => 2
'this\n' => 2
'way\n' => 2
'this way\n' => 2
'are this way\n' => 2
'these two lanes are this way\n' => 2
'I\n' => 2
'find\n' => 2
'to\n' => 2
'be\n' => 2
'm\n' => 2
'really\n' => 2
'glad\n' => 2
'really glad\n' => 2
'm really glad\n' => 2
'I m really glad\n' => 2
'like I m really glad\n' => 2
'be like I m really glad\n' => 2
'to be like I m really glad\n' => 2
'it\n' => 2
'is\n' => 2
'nt\n' => 2
'a\n' => 2
'lot\n' => 2
'a lot\n' => 2
'like a lot\n' => 2
'of\n' => 2
'accidents\n' => 2
'on\n' => 2
'on this\n' => 2
'accidents on this\n' => 2
'of accidents on this\n' => 2
'is nt like a lot of accidents on this\n' => 2
'this to be like I m really glad it is nt like a lot of accidents on this\n' => 2
'find this to be like I m really glad it is nt like a lot of accidents on this\n' => 2
'I find this to be like I m really glad it is nt like a lot of accidents on this\n' => 2
'but like shows you for example you know these ways these two lanes are this way I find this to be like I m really glad it is nt like a lot of accidents on this\n' => 2
'but\n' => 2
'this\n' => 2
'seems\n' => 2
'like\n' => 2
'something\n' => 2
'like something\n' => 2
'that\n' => 2
'could\n' => 2
'really\n' => 2
'easily\n' => 2
'turn\n' => 2
'into\n' => 2
'an\n' => 2
'accident\n' => 2
'an accident\n' => 2
'into an accident\n' => 2
'really easily turn into an accident\n' => 2
'could really easily turn into an accident\n' => 2
'that could really easily turn into an accident\n' => 2
'seems like something that could really easily turn into an accident\n' => 2
'but this seems like something that could really easily turn into an accident\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'turn\n' => 2
'into\n' => 2
'that\n' => 2
'sometimes\n' => 2
'that sometimes\n' => 2
'turn into that sometimes\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'exactly\n' => 2
'\n' => 2
'right\n' => 2
'so\n' => 2
'if\n' => 2
'you\n' => 2
're\n' => 2
'really\n' => 2
'used\n' => 2
'to\n' => 2
'always\n' => 2
'getting\n' => 2
'in\n' => 2
'the\n' => 2
'middle\n' => 2
'lane\n' => 2
'the middle lane\n' => 2
'in the middle lane\n' => 2
'always getting in the middle lane\n' => 2
'to always getting in the middle lane\n' => 2
're really used to always getting in the middle lane\n' => 2
'you re really used to always getting in the middle lane\n' => 2
'--\n' => 2
'you re really used to always getting in the middle lane --\n' => 2
'if you re really used to always getting in the middle lane --\n' => 2
'so if you re really used to always getting in the middle lane --\n' => 2
'\\\\\\\\\n' => 2
'so if you re really used to always getting in the middle lane -- \\\\\\\\\n' => 2
'exactly right so if you re really used to always getting in the middle lane -- \\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'turn\n' => 2
'left\n' => 2
'turn left\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'\n' => 2
'Both\n' => 2
'Yeah\n' => 2
'Both Yeah\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'and\n' => 2
'then\n' => 2
'all\n' => 2
'of\n' => 2
'a\n' => 2
'sudden\n' => 2
'a sudden\n' => 2
'of a sudden\n' => 2
'all of a sudden\n' => 2
'one\n' => 2
'day\n' => 2
'one day\n' => 2
'you\n' => 2
're\n' => 2
'driving\n' => 2
'in\n' => 2
'different\n' => 2
'time\n' => 2
'a different time\n' => 2
'in a different time\n' => 2
're driving in a different time\n' => 2
'and then all of a sudden one day you re driving in a different time\n' => 2
'\n' => 2
'I\n' => 2
'do\n' => 2
'nt\n' => 2
'know\n' => 2
'do nt know\n' => 2
'I do nt know\n' => 2
'it\n' => 2
'just\n' => 2
'seems\n' => 2
'kinda\n' => 2
'crazy\n' => 2
'kinda crazy\n' => 2
'to\n' => 2
'me\n' => 2
'to me\n' => 2
'kinda crazy to me\n' => 2
'just seems kinda crazy to me\n' => 2
'it just seems kinda crazy to me\n' => 2
'and then all of a sudden one day you re driving in a different time I do nt know it just seems kinda crazy to me\n' => 2
'I\n' => 2
'mean\n' => 2
'I mean\n' => 2
'\n' => 2
'it\n' => 2
'makes\n' => 2
'sense\n' => 2
'from\n' => 2
'the\n' => 2
'perspective\n' => 2
'the perspective\n' => 2
'from the perspective\n' => 2
'of\n' => 2
'better\n' => 2
'utilization\n' => 2
'better utilization\n' => 2
'of better utilization\n' => 2
'makes sense from the perspective of better utilization\n' => 2
'it makes sense from the perspective of better utilization\n' => 2
's\n' => 2
'just\n' => 2
's just\n' => 2
'it s just\n' => 2
'that\n' => 2
'like\n' => 2
'in\n' => 2
'California\n' => 2
'in California\n' => 2
'on\n' => 2
'Golden\n' => 2
'Gate\n' => 2
'Bridge\n' => 2
'the Golden Gate Bridge\n' => 2
'on the Golden Gate Bridge\n' => 2
'they\n' => 2
'would\n' => 2
'have\n' => 2
'zipper\n' => 2
'the zipper\n' => 2
'would have the zipper\n' => 2
'in California on the Golden Gate Bridge they would have the zipper\n' => 2
'like in California on the Golden Gate Bridge they would have the zipper\n' => 2
'and\n' => 2
'actually\n' => 2
'move\n' => 2
'cones\n' => 2
'so\n' => 2
'so that that\n' => 2
'how\n' => 2
'did\n' => 2
'did it\n' => 2
'they did it\n' => 2
'how they did it\n' => 2
'would actually move cones so that that s how they did it\n' => 2
'like in California on the Golden Gate Bridge they would have the zipper and it would actually move cones so that that s how they did it\n' => 2
'I mean it makes sense from the perspective of better utilization it s just that like in California on the Golden Gate Bridge they would have the zipper and it would actually move cones so that that s how they did it\n' => 2
'so\n' => 2
'you\n' => 2
'never\n' => 2
'really\n' => 2
'could\n' => 2
'be\n' => 2
'wrong\n' => 2
'never really could be wrong\n' => 2
'you never really could be wrong\n' => 2
'so you never really could be wrong\n' => 2
'where\n' => 2
'as\n' => 2
'here\n' => 2
'like\n' => 2
'here like\n' => 2
'as here like\n' => 2
'\n' => 2
'I\n' => 2
'feel\n' => 2
'you\n' => 2
'could\n' => 2
'totally\n' => 2
'be\n' => 2
'wrong\n' => 2
'could totally be wrong\n' => 2
'you could totally be wrong\n' => 2
'like you could totally be wrong\n' => 2
'feel like you could totally be wrong\n' => 2
'as here like I feel like you could totally be wrong\n' => 2
'where as here like I feel like you could totally be wrong\n' => 2
'ah\n' => 2
'man\n' => 2
'ah man\n' => 2
'\n' => 2
'I\n' => 2
'hope\n' => 2
'never\n' => 2
'experience\n' => 2
'someone\n' => 2
'coming\n' => 2
'the\n' => 2
'wrong\n' => 2
'way\n' => 2
'the wrong way\n' => 2
'coming the wrong way\n' => 2
'never experience someone coming the wrong way\n' => 2
'I never experience someone coming the wrong way\n' => 2
'hope I never experience someone coming the wrong way\n' => 2
'ah man I hope I never experience someone coming the wrong way\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'yeah\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'yeah\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'so\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'yeah\n' => 2
'\n' => 2
'just\n' => 2
'out\n' => 2
'of\n' => 2
'habits\n' => 2
'if\n' => 2
'they\n' => 2
're\n' => 2
'used\n' => 2
'to\n' => 2
'driving\n' => 2
'on\n' => 2
'that\n' => 2
'particular\n' => 2
'lane\n' => 2
'that particular lane\n' => 2
'on that particular lane\n' => 2
'driving on that particular lane\n' => 2
'to driving on that particular lane\n' => 2
're used to driving on that particular lane\n' => 2
'they re used to driving on that particular lane\n' => 2
'if they re used to driving on that particular lane\n' => 2
'habits if they re used to driving on that particular lane\n' => 2
'of habits if they re used to driving on that particular lane\n' => 2
'out of habits if they re used to driving on that particular lane\n' => 2
'yeah just out of habits if they re used to driving on that particular lane\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'right\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'\n' => 2
'Siri\n' => 2
'In\n' => 2
'1\n' => 2
'In 1\n' => 2
'Siri In 1\n' => 2
'7\n' => 2
'miles\n' => 2
'7 miles\n' => 2
'\n' => 2
'take\n' => 2
'the\n' => 2
'exit\n' => 2
'onto\n' => 2
'I-579\n' => 2
'South\n' => 2
'and\n' => 2
'I-279\n' => 2
'towards\n' => 2
'Fort\n' => 2
'Pitt\n' => 2
'Bridge\n' => 2
'exit onto I-579 South and I-279 South towards Fort Pitt Bridge\n' => 2
'the exit onto I-579 South and I-279 South towards Fort Pitt Bridge\n' => 2
'take the exit onto I-579 South and I-279 South towards Fort Pitt Bridge\n' => 2
'7 miles take the exit onto I-579 South and I-279 South towards Fort Pitt Bridge\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'do\n' => 2
'you\n' => 2
'usually\n' => 2
'listen\n' => 2
'to\n' => 2
'music\n' => 2
'when\n' => 2
'on\n' => 2
'a\n' => 2
'highway\n' => 2
'a highway\n' => 2
'on a highway\n' => 2
'when on a highway\n' => 2
'music when on a highway\n' => 2
'to music when on a highway\n' => 2
'usually listen to music when on a highway\n' => 2
'do you usually listen to music when on a highway\n' => 2
'Cause\n' => 2
'you\n' => 2
'mentioned\n' => 2
'that\n' => 2
'before\n' => 2
'that before\n' => 2
'mentioned that before\n' => 2
'you mentioned that before\n' => 2
'Cause you mentioned that before\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'yeah\n' => 2
'\n' => 2
'like\n' => 2
'I\n' => 2
'said\n' => 2
'usually\n' => 2
'listen\n' => 2
'to\n' => 2
'music\n' => 2
'while\n' => 2
'm\n' => 2
'driving\n' => 2
'almost\n' => 2
'always\n' => 2
'so\n' => 2
'almost always so\n' => 2
'like almost always so\n' => 2
'm driving like almost always so\n' => 2
'I m driving like almost always so\n' => 2
'while I m driving like almost always so\n' => 2
'music while I m driving like almost always so\n' => 2
'to music while I m driving like almost always so\n' => 2
'usually listen to music while I m driving like almost always so\n' => 2
'I usually listen to music while I m driving like almost always so\n' => 2
'said I usually listen to music while I m driving like almost always so\n' => 2
'I said I usually listen to music while I m driving like almost always so\n' => 2
'like I said I usually listen to music while I m driving like almost always so\n' => 2
'yeah like I said I usually listen to music while I m driving like almost always so\n' => 2
'yeah yeah like I said I usually listen to music while I m driving like almost always so\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'okay\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'yeah\n' => 2
'\n' => 2
'it\n' => 2
's\n' => 2
'it s\n' => 2
'not\n' => 2
'that\n' => 2
'often\n' => 2
'when\n' => 2
'I\n' => 2
'do\n' => 2
'nt\n' => 2
'listen\n' => 2
'nt listen\n' => 2
'do nt listen\n' => 2
'I do nt listen\n' => 2
'when I do nt listen\n' => 2
'often when I do nt listen\n' => 2
'not that often when I do nt listen\n' => 2
'it s not that often when I do nt listen\n' => 2
'to\n' => 2
'music\n' => 2
'while\n' => 2
'driving\n' => 2
'while driving\n' => 2
'music while driving\n' => 2
'to music while driving\n' => 2
'it s not that often when I do nt listen to music while driving\n' => 2
'yeah it s not that often when I do nt listen to music while driving\n' => 2
'it\n' => 2
's\n' => 2
'one\n' => 2
'of\n' => 2
'the\n' => 2
'reasons\n' => 2
'why\n' => 2
'\n' => 2
'other\n' => 2
'reason\n' => 2
'the the other reason\n' => 2
'Car\n' => 2
'Play\n' => 2
'the Car Play\n' => 2
'is\n' => 2
'really\n' => 2
'nice\n' => 2
'really nice\n' => 2
'is really nice\n' => 2
'the Car Play is really nice\n' => 2
'why the Car Play is really nice\n' => 2
'the the other reason why the Car Play is really nice\n' => 2
'why the the other reason why the Car Play is really nice\n' => 2
'the reasons why the the other reason why the Car Play is really nice\n' => 2
'of the reasons why the the other reason why the Car Play is really nice\n' => 2
's one of the reasons why the the other reason why the Car Play is really nice\n' => 2
'it s one of the reasons why the the other reason why the Car Play is really nice\n' => 2
'I\n' => 2
'mean\n' => 2
'\n' => 2
'had\n' => 2
'Bluetooth\n' => 2
'on\n' => 2
'my\n' => 2
'old\n' => 2
'stereo\n' => 2
'my old stereo\n' => 2
'on my old stereo\n' => 2
'which\n' => 2
'was\n' => 2
'great\n' => 2
'but\n' => 2
'it\n' => 2
's\n' => 2
'just\n' => 2
'way\n' => 2
'easier\n' => 2
'to\n' => 2
'interact\n' => 2
'with\n' => 2
'the\n' => 2
'music\n' => 2
'the music\n' => 2
'this\n' => 2
'on this\n' => 2
'the music on this\n' => 2
'with the music on this\n' => 2
'interact with the music on this\n' => 2
'to interact with the music on this\n' => 2
'just way easier to interact with the music on this\n' => 2
's just way easier to interact with the music on this\n' => 2
'it s just way easier to interact with the music on this\n' => 2
'but it s just way easier to interact with the music on this\n' => 2
'great but it s just way easier to interact with the music on this\n' => 2
'was great but it s just way easier to interact with the music on this\n' => 2
'which was great but it s just way easier to interact with the music on this\n' => 2
'on my old stereo which was great but it s just way easier to interact with the music on this\n' => 2
'Bluetooth on my old stereo which was great but it s just way easier to interact with the music on this\n' => 2
'had Bluetooth on my old stereo which was great but it s just way easier to interact with the music on this\n' => 2
'I had Bluetooth on my old stereo which was great but it s just way easier to interact with the music on this\n' => 2
'mean I had Bluetooth on my old stereo which was great but it s just way easier to interact with the music on this\n' => 2
'I mean I had Bluetooth on my old stereo which was great but it s just way easier to interact with the music on this\n' => 2
'so\n' => 2
'\n' => 2
'like\n' => 2
'once\n' => 2
'we\n' => 2
'get\n' => 2
'on\n' => 2
'to\n' => 2
'on to\n' => 2
'get on to\n' => 2
'once we get on to\n' => 2
'like once we get on to\n' => 2
'so like once we get on to\n' => 2
'how\n' => 2
'about\n' => 2
'this\n' => 2
'\n' => 2
'I\n' => 2
'can\n' => 2
'play\n' => 2
'a\n' => 2
'little\n' => 2
'music\n' => 2
'a little music\n' => 2
'and\n' => 2
'like\n' => 2
'show\n' => 2
'you\n' => 2
'can play a little music and like show you\n' => 2
'I can play a little music and like show you\n' => 2
'what\n' => 2
'it\n' => 2
's\n' => 2
'once\n' => 2
'we\n' => 2
'get\n' => 2
'onto\n' => 2
'579\n' => 2
'South\n' => 2
'579 South\n' => 2
'get onto 579 South\n' => 2
'once we get onto 579 South\n' => 2
'like once we get onto 579 South\n' => 2
's like once we get onto 579 South\n' => 2
'it s like once we get onto 579 South\n' => 2
'I can play a little music and like show you what it s like once we get onto 579 South\n' => 2
'this I can play a little music and like show you what it s like once we get onto 579 South\n' => 2
'about this I can play a little music and like show you what it s like once we get onto 579 South\n' => 2
'how about this I can play a little music and like show you what it s like once we get onto 579 South\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'sure\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'because\n' => 2
'this\n' => 2
'area\n' => 2
'this area\n' => 2
'because this area\n' => 2
'\n' => 2
'so\n' => 2
'I\n' => 2
've\n' => 2
'driven\n' => 2
'road\n' => 2
'this road\n' => 2
've driven this road\n' => 2
'I ve driven this road\n' => 2
'so I ve driven this road\n' => 2
'before\n' => 2
'and\n' => 2
'always\n' => 2
'feel\n' => 2
'like\n' => 2
'have\n' => 2
'to\n' => 2
'pay\n' => 2
'a\n' => 2
'little\n' => 2
'more\n' => 2
'little more\n' => 2
'attention\n' => 2
'a little more attention\n' => 2
'pay a little more attention\n' => 2
'to pay a little more attention\n' => 2
'have to pay a little more attention\n' => 2
'I have to pay a little more attention\n' => 2
'like I have to pay a little more attention\n' => 2
'always feel like I have to pay a little more attention\n' => 2
'and I always feel like I have to pay a little more attention\n' => 2
'so I ve driven this road before and I always feel like I have to pay a little more attention\n' => 2
'just\n' => 2
'we\n' => 2
're\n' => 2
'moving\n' => 2
'fast\n' => 2
're moving fast\n' => 2
'we re moving fast\n' => 2
'so I ve driven this road before and I always feel like I have to pay a little more attention just because we re moving fast\n' => 2
'because this area so I ve driven this road before and I always feel like I have to pay a little more attention just because we re moving fast\n' => 2
'you\n' => 2
'know\n' => 2
'\n' => 2
'we\n' => 2
're\n' => 2
'at\n' => 2
'55\n' => 2
'miles\n' => 2
'55 miles\n' => 2
'an\n' => 2
'hour\n' => 2
'an hour\n' => 2
'and\n' => 2
'there\n' => 2
's\n' => 2
'like\n' => 2
'a\n' => 2
'lot\n' => 2
'a lot\n' => 2
'of\n' => 2
'interchanges\n' => 2
'people\n' => 2
'coming\n' => 2
'in\n' => 2
'and people\n' => 2
'coming in and people\n' => 2
'interchanges and people coming in and people\n' => 2
'of interchanges and people coming in and people\n' => 2
'a lot of interchanges and people coming in and people\n' => 2
'like a lot of interchanges and people coming in and people\n' => 2
'going\n' => 2
'out\n' => 2
's like a lot of interchanges and people coming in and people going out\n' => 2
'55 miles an hour and there s like a lot of interchanges and people coming in and people going out\n' => 2
'at 55 miles an hour and there s like a lot of interchanges and people coming in and people going out\n' => 2
're at 55 miles an hour and there s like a lot of interchanges and people coming in and people going out\n' => 2
'we re at 55 miles an hour and there s like a lot of interchanges and people coming in and people going out\n' => 2
'know we re at 55 miles an hour and there s like a lot of interchanges and people coming in and people going out\n' => 2
'you know we re at 55 miles an hour and there s like a lot of interchanges and people coming in and people going out\n' => 2
'I\n' => 2
'just\n' => 2
'feel\n' => 2
'like\n' => 2
'have\n' => 2
'to\n' => 2
'pay\n' => 2
'more\n' => 2
'attention\n' => 2
'more attention\n' => 2
'here\n' => 2
'pay more attention here\n' => 2
'to pay more attention here\n' => 2
'have to pay more attention here\n' => 2
'I have to pay more attention here\n' => 2
'like I have to pay more attention here\n' => 2
'just feel like I have to pay more attention here\n' => 2
'I just feel like I have to pay more attention here\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'okay\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'but\n' => 2
'I\n' => 2
'know\n' => 2
'that\n' => 2
'once\n' => 2
'we\n' => 2
'get\n' => 2
'on\n' => 2
'579\n' => 2
'on 579\n' => 2
'get on 579\n' => 2
'once we get on 579\n' => 2
'that once we get on 579\n' => 2
'know that once we get on 579\n' => 2
'but I know that once we get on 579\n' => 2
'\n' => 2
'it\n' => 2
's\n' => 2
'a\n' => 2
'much\n' => 2
'more\n' => 2
'open\n' => 2
'much more open\n' => 2
'--\n' => 2
'a much more open --\n' => 2
'\\\\\\\\\n' => 2
'a much more open -- \\\\\\\\\n' => 2
's a much more open -- \\\\\\\\\n' => 2
'it s a much more open -- \\\\\\\\\n' => 2
'but I know that once we get on 579 it s a much more open -- \\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'\n' => 2
'Siri\n' => 2
'Stay\n' => 2
'in\n' => 2
'the\n' => 2
'middle\n' => 2
'lane\n' => 2
'the middle lane\n' => 2
'in the middle lane\n' => 2
'Siri Stay in the middle lane\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'okay\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'\n' => 2
'Siri\n' => 2
'Use\n' => 2
'the\n' => 2
'right\n' => 2
'Use the right\n' => 2
'lane\n' => 2
'to\n' => 2
'take\n' => 2
'exit\n' => 2
'the exit\n' => 2
'take the exit\n' => 2
'to take the exit\n' => 2
'lane to take the exit\n' => 2
'Siri Use the right lane to take the exit\n' => 2
'onto\n' => 2
'I-579\n' => 2
'South\n' => 2
'and\n' => 2
'I-279\n' => 2
'towards\n' => 2
'Fort\n' => 2
'Pitt\n' => 2
'Bridge\n' => 2
'Siri Use the right lane to take the exit onto I-579 South and I-279 South towards Fort Pitt Bridge\n' => 2
'then\n' => 2
'keep\n' => 2
'right\n' => 2
'towards\n' => 2
'Fort\n' => 2
'Pitt\n' => 2
'Bridge\n' => 2
'Fort Pitt Bridge\n' => 2
'on\n' => 2
'that\n' => 2
'route\n' => 2
'that route\n' => 2
'on that route\n' => 2
'Fort Pitt Bridge on that route\n' => 2
'keep right towards Fort Pitt Bridge on that route\n' => 2
'then keep right towards Fort Pitt Bridge on that route\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'do\n' => 2
'you\n' => 2
'ever\n' => 2
'miss\n' => 2
'an\n' => 2
'exit\n' => 2
'an exit\n' => 2
'ever miss an exit\n' => 2
'do you ever miss an exit\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'yes\n' => 2
'\n' => 2
'I\n' => 2
'have\n' => 2
'missed\n' => 2
'an\n' => 2
'exit\n' => 2
'an exit\n' => 2
'before\n' => 2
'have missed an exit before\n' => 2
'yes I have missed an exit before\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'\n' => 2
'Siri\n' => 2
'Use\n' => 2
'the\n' => 2
'right\n' => 2
'lane\n' => 2
'to\n' => 2
'keep\n' => 2
'to keep\n' => 2
'right lane to keep\n' => 2
'Use the right lane to keep right\n' => 2
'Siri Use the right lane to keep right\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'like\n' => 2
'what\n' => 2
'\n' => 2
'during\n' => 2
'those\n' => 2
'times\n' => 2
'kind\n' => 2
'what kind\n' => 2
'of\n' => 2
'how\n' => 2
'do\n' => 2
'you\n' => 2
'get\n' => 2
'to\n' => 2
'that\n' => 2
'point\n' => 2
'that point\n' => 2
'to that point\n' => 2
'get to that point\n' => 2
'you get to that point\n' => 2
'do you get to that point\n' => 2
'how do you get to that point\n' => 2
'of how do you get to that point\n' => 2
'missing\n' => 2
'an\n' => 2
'exit\n' => 2
'an exit\n' => 2
'missing an exit\n' => 2
'of missing an exit\n' => 2
'of how do you get to that point of missing an exit\n' => 2
'what kind of how do you get to that point of missing an exit\n' => 2
'those times what kind of how do you get to that point of missing an exit\n' => 2
'during those times what kind of how do you get to that point of missing an exit\n' => 2
'what during those times what kind of how do you get to that point of missing an exit\n' => 2
'like what during those times what kind of how do you get to that point of missing an exit\n' => 2
'what\n' => 2
'happened\n' => 2
'for\n' => 2
'you\n' => 2
'for you\n' => 2
'happened for you\n' => 2
'to\n' => 2
'miss\n' => 2
'an\n' => 2
'exit\n' => 2
'an exit\n' => 2
'miss an exit\n' => 2
'happened for you to miss an exit\n' => 2
'what happened for you to miss an exit\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'I\n' => 2
'will\n' => 2
'answer\n' => 2
'your\n' => 2
'question\n' => 2
'your question\n' => 2
'after\n' => 2
'finish\n' => 2
'this\n' => 2
'interchange\n' => 2
'this interchange\n' => 2
'finish this interchange\n' => 2
'I finish this interchange\n' => 2
'after I finish this interchange\n' => 2
'your question after I finish this interchange\n' => 2
'will answer your question after I finish this interchange\n' => 2
'I will answer your question after I finish this interchange\n' => 2
'yeah\n' => 2
'\n' => 2
'a\n' => 2
'lot\n' => 2
'yeah a lot\n' => 2
'going\n' => 2
'on\n' => 2
'going on\n' => 2
'yeah a lot going on\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'was\n' => 2
'that\n' => 2
'interchange\n' => 2
'kind\n' => 2
'that interchange kind\n' => 2
'of\n' => 2
'taxing\n' => 2
'of taxing\n' => 2
'was that interchange kind of taxing\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'yeah\n' => 2
'\n' => 2
'definitely\n' => 2
'still\n' => 2
'not\n' => 2
'done\n' => 2
'not done\n' => 2
'yeah definitely still not done\n' => 2
'okay\n' => 2
'\\\\\\\\\n' => 2
'\\\\\\\\\n' => 2
'\n' => 2
'Siri\n' => 2
'Stay\n' => 2
'in\n' => 2
'the\n' => 2
'second\n' => 2
'lane\n' => 2
'the second lane\n' => 2
'from\n' => 2
'left\n' => 2
'the left\n' => 2
'from the left\n' => 2
'the second lane from the left\n' => 2
'in the second lane from the left\n' => 2
'Siri Stay in the second lane from the left\n' => 2
'in\n' => 2
'34\n' => 2
'in 34\n' => 2
'of\n' => 2
'a\n' => 2
'mile\n' => 2
'a mile\n' => 2
'\n' => 2
'of a mile\n' => 2
'keep\n' => 2
'right\n' => 2
'onto\n' => 2
'Fort\n' => 2
'Duquesne\n' => 2
'Bridge\n' => 2
'Fort Duquesne Bridge\n' => 2
'onto Fort Duquesne Bridge\n' => 2
'in 34 of a mile keep right onto Fort Duquesne Bridge\n' => 2
'stay\n' => 2
'in\n' => 2
'the\n' => 2
'middle\n' => 2
